Company,CrunchBase Profile,Image,Tagline,Year Founded,Market Categories,Address (HQ),City (HQ),State / Region (HQ),Country (HQ),Description,Homepage,Twitter,Acquired by,Acquisitions ID,API
SAF,http://www.crunchbase.com/organization/saf,"http://a5.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397189066/70dc2e6b571261d547924811d60bcf05.jpg",forecasting software,1996,Software,"High-Tech-Center 2, Bahnstrasse 1, Tagerwilen, Thurgau, Switzerland",Tagerwilen,Thurgau,Switzerland,"SAF Simulation, Analysis and Forecasting AG, together with its subsidiaries, engages in the development, distribution, and maintenance of ordering and forecasting software for the trade, logistics, and industrial sectors primarily in Europe and North America. The company also provides services for automating and optimizing the replenishment planning for trading, industrial, and service companies. The company also offers SAF SuperForecast, a standard replenishment forecasting software for central forecast calculations; and SAF FirstTimeItems that offers forecasting for items for which no historical sales data exists. Its services include consulting, implementation, training, and supporting, as well as SAF Analytics, a portfolio of solutions for inventory management with the automated planning process. SAF Simulation, Analysis and Forecasting AG has a strategic partnership with SAP AG to integrate its software into SAP AG's offerings.The company was founded in 1996 and is based in Tagerwilen, Switzerland.",http://www.saf-ag.com,,SAP,SAP acquired SAF in 2009,http://api.crunchbase.com/v/2/organization/saf?user_key=0ebdc8274e821149894a240090945265
SeeWhy,http://www.crunchbase.com/organization/seewhy,"http://a3.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397207641/dd1d9d6ee358872f34c3f0b5c21d49c2.png",SeeWhy is Real-Time Behavioral Marketing Company that optimizes each website visitor’s path to purchase.,2003,"Advertising, Analytics","10 Milk Street, Suite 306, Boston, Massachusetts, United States",Boston,Massachusetts,United States,"SeeWhy’s behavioral marketing solutions trigger real-time 1-to-1 marketing campaigns using email, advertising across desktop, mobile and social channels, based on individual customer behaviors. These solutions elevate marketing from irrelevant noise into personal service — extending and differentiating the brand, and stimulating purchase. SeeWhy’s solutions are proven to drive increases in conversion and spending, resulting in an average increase in recovery of 18 percent. SeeWhy’s products deliver return on investment ROI that are among the highest in ecommerce, recovering more than US$500 million annually in lost sales for many of the world’s leading companies.Powered by a patented in-memory event processing engine, the SeeWhy suite of real-time eCommerce applications is delivered on-demand.SeeWhy was incorporated in 2003 and is headquartered in Andover, MA. More information can be found at ",http://www.seewhy.com,http://twitter.com/SeeWhyInc,SAP,SAP acquired SeeWhy in 2014,http://api.crunchbase.com/v/2/organization/seewhy?user_key=0ebdc8274e821149894a240090945265
SuccessFactors,http://www.crunchbase.com/organization/successfactors,"http://a3.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397183011/c2257df958661c84586105cf1724eae7.png",SuccessFactors provides cloud-based human capital management software solutions for business execution.,2001,"Career Management, Enterprises, SaaS, Enterprise Software","1 Tower Place,, Suite 1100, San Francisco, California, United States",San Francisco,California,United States,"SuccessFactors is the global leader in Business Execution Software. The SuccessFactors Business Execution BizX Suite improves business alignment and people performance to drive breakthrough results for companies of all sizes. Across 168 countries and 34 languages, more than 8 million users and 3,000 companies leverage SuccessFactors every day, up from approximately 300,000 users and 100 companies in 2003. Business Execution bridges the gap between strategy and success, by allowing every person in an organization to execute against their plans better and faster.",http://www.successfactors.com,http://twitter.com/successfactors,SAP,SAP acquired SuccessFactors in 2012,http://api.crunchbase.com/v/2/organization/successfactors?user_key=0ebdc8274e821149894a240090945265
Sybase,http://www.crunchbase.com/organization/sybase,"http://a5.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397199216/cf3b4f2566d51e8b58039d6b03beab72.gif",Sybase is an enterprise software and services company focused on managing and mobilizing information.,1984,Software,"One Sybase Drive, Dublin, California, United States",Dublin,California,United States,"Sybase has a rich 20-year history as a technology leader. Celebrating 20 years of innovation, Sybase has created technology that enables the Unwired Enterprise for our customers and partners by delivering enterprise and mobile infrastructure, development and integration software solutions. The world's most critical data in commerce, finance, government, healthcare and defense runs on Sybase. Below is a brief history of selected accomplishments spanning two decades as a leading technology company.",http://www.sybase.com,,SAP,SAP acquired Sybase in 2010,http://api.crunchbase.com/v/2/organization/sybase?user_key=0ebdc8274e821149894a240090945265
Syclo,http://www.crunchbase.com/organization/syclo,"http://a3.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397192506/156c49b4f70ace0b690f44eef409f7b1.gif",Syclo provides an enterprise mobile app platform for companies to streamline their workflow and improve productivity.,,Mobile,"1721 Moon Lake Boulevard, Suite 300, Hoffman Estates, Illinois, United States",Hoffman Estates,Illinois,United States,"Syclo, a company that provides an enterprise mobile app platform. Since 1995, Syclo has helped over 600 companies streamline workflow and improve productivity with its innovative mobile solutions and first-in-class execution expertise. Syclo delivers quick ROI by offering rapidly deployable mobile software applications built on a 100% configurable mobile technology. Syclo's SMART Mobile Suite includes prepackaged and pre-integrated applications for the fastest path to extend enterprise systems to field workforces.  Syclo sets the standard for adapting to rapid change.",http://www.syclo.com,,SAP,SAP acquired Syclo in 2012,http://api.crunchbase.com/v/2/organization/syclo?user_key=0ebdc8274e821149894a240090945265
Convergent Media Systems,http://www.crunchbase.com/organization/convergent-media-systems,,"Convergent Media Systems Corporation designs, installs, operates, and maintains media distribution networks for business television,",,None,"190 Bluegrass Valley Parkway, Alpharetta, Georgia, United States",Alpharetta,Georgia,United States,"Convergent Media Systems Corporation designs, installs, operates, and maintains media distribution networks for business television, interactive distance learning, and out-of-home advertising. The company offers solutions, such as Networked digital signage, which enables retailers and brand marketers to use messages to target the audience; Interactive Distance Learning that delivers live and on-demand video; and corporate communication solutions. Its services also include managed services, such as project management and installation; content creation; and operations and support. The company was formerly known as EDS Video Services and changed its name to Convergent Media Systems Corporation in 1992. The company was founded in 1980 and is headquartered in Alpharetta, Georgia. Convergent Media Systems Corporation is a subsidiary of Technicolor Network Services.",,,Sony,Sony acquired Convergent Media Systems in 2010,http://api.crunchbase.com/v/2/organization/convergent-media-systems?user_key=0ebdc8274e821149894a240090945265
Gaikai,http://www.crunchbase.com/organization/gaikai,"http://a5.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1401229410/kmpsut2zjrdetxtrylg4.png",Gaikai is a video game streaming platform that utilizes cloud-based gaming technology to enable users to play games instantly.,2008,Games,"2207 Bridgepointe Parkway, San Mateo, California, United States",San Mateo,California,United States,"Gaikai Gaikai Inc. is a next generation video game technology company acquired by Sony Computer Entertainment SCE in 2012. Gaikai is powering SCE video game streaming services including Remote Play between the PlayStation 4 and PlayStation Vita and an upcoming cloud-based game streaming service PlayStation Now.Gaikai is driven by a simple mission: make as many games available to as many people on as many devices as possible, easily and instantly.Gaikai's Website",http://www.gaikai.com,http://twitter.com/Gaikai_Inc,Sony,Sony acquired Gaikai in 2012,http://api.crunchbase.com/v/2/organization/gaikai?user_key=0ebdc8274e821149894a240090945265
LittleBigPlanet,http://www.crunchbase.com/organization/littlebigplanet,"http://a5.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397204735/7797e68f00170fbc64404567c79a882a.png",LittleBigPlanet was added to CrunchBase in 2010,,Games,,,,,,http://www.littlebigplanet.com/en-us,,Sony,Sony acquired LittleBigPlanet in 2010,http://api.crunchbase.com/v/2/organization/littlebigplanet?user_key=0ebdc8274e821149894a240090945265
@Stake,http://www.crunchbase.com/organization/stake,"http://a1.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397188737/033e78c5ce8ac89b931d09701803dc6b.gif","@stake, Inc. was a computer security professional services company in Cambridge, Massachusetts, United States. It was founded in 1999 by",,Software,,,,,"@stake, Inc. was a computer security professional services company in Cambridge, Massachusetts, United States. It was founded in 1999 by Battery Ventures Tom Crotty, Sunil Dhaliwal, and Scott Tobin and Ted Julian. Its initial core team of technologists included Dan Geer Chief Technical Officer and the east coast security team from Cambridge Technology Partners including Dave Goldsmith. In January 2000, @stake acquired L0pht Heavy Industries who were known for their many hacker employees, bringing on Mudge as its Vice President of Research and Development. It was acquired by Symantec in 2004.via: WP@stake",http://www.atstake.com,,Symantec,Symantec acquired @Stake in 2004,http://api.crunchbase.com/v/2/organization/stake?user_key=0ebdc8274e821149894a240090945265
AppStream,http://www.crunchbase.com/organization/appstream,,"AppStream is a software distribution and software license management tools suite for small businesses, education and government clients.",1999,Software,"2300 Geng Road, Suite 100, Palo Alto, California, United States",Palo Alto,California,United States,"AppStream, Inc. provides technology for on-demand software distribution and software license management tools for small businesses, education, and government clients. It offers AppStream 5.0, a self-service software distribution and license management platform. The company provides solutions in the areas of self-service software distribution, which provides end-users with on-demand pull-based access to applications with no IT assistance; software license management, which ensures compliance with license contracts and increases the efficiency of software licenses; remote software access, which enables access to PC applications; and virtual image distribution, which streams virtual images to PCs. It also offers support, consulting, and training services. The company was founded in 1999 and is headquartered in Palo Alto, California. As of April 18, 2008, AppStream, Inc. operates as a subsidiary of Symantec Corporation.",http://www.appstream.com,,Symantec,Symantec acquired AppStream in 2008,http://api.crunchbase.com/v/2/organization/appstream?user_key=0ebdc8274e821149894a240090945265
Brightmail,http://www.crunchbase.com/organization/brightmail-symantec,"http://a3.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397183564/3050c65684d64badc2de799bac3131f9.png",Email Filtering Company,,Curated Web,,,,,"Brightmail was an e-mail filtering company in the United States. The company specialized in anti-spam products designed to protect email networks of businesses, government agencies, and service providers, by blocking unsolicited bulk email. The company was acquired by Symantec on May 9, 2004.",http://www.symantec.com/business/products/family.jsp?familyid=brightmail,,Symantec,Symantec acquired Brightmail in 2004,http://api.crunchbase.com/v/2/organization/brightmail-symantec?user_key=0ebdc8274e821149894a240090945265
Clearwell Systems,http://www.crunchbase.com/organization/clearwell-systems,"http://a3.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397185197/5713626bd2fb5cb7c0de9bf3dc698b18.jpg","Clearwell Systems offers an e-discovery platform and app that enables companies to manage their legal, regulatory and investigative matters.",2004,"Ediscovery, Enterprise Software","441 Logue Ave., Mountain View, California, United States",Mountain View,California,United States,"Clearwell delivers the industry's leading enterprise-class e-discovery management platform that enables corporations to simultaneously manage all of their legal, regulatory and investigative matters with a single application. With Clearwell, attorneys, litigation support professionals, and forensics teams accelerate early case assessments, lower processing costs, reduce review workload, and ensure the defensibility of the e-discovery process.Clearwell is backed by Sequoia Capital/financial-organization/sequoia-capital, Redpoint Ventures/financial-organization/redpoint-ventures and DAG Ventures/financial-organization/dag-ventures.",http://www.clearwellsystems.com,,Symantec,Symantec acquired Clearwell Systems in 2011,http://api.crunchbase.com/v/2/organization/clearwell-systems?user_key=0ebdc8274e821149894a240090945265
GuardianEdge Technologies,http://www.crunchbase.com/organization/guardianedge-technologies,"http://a5.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397185625/81d1a1f02520cc1aaa3e2e60f30152de.gif",GuardianEdge is a company offering endpoint data protection that enables enterprises to safeguard confidential and proprietary data.,2002,Enterprise Software,"1400 Fashion Island Blvd., Suite 200, San Mateo, California, United States",San Mateo,California,United States,"GuardianEdge, the leader in endpoint data protection, enables enterprises to safeguard confidential and proprietary data, ensure regulatory compliance, and securely mobilize computing environments. The award-winning GuardianEdge Data Protection Platform combines managed encryption and device control technologies to protect data on laptops, desktops, portable storage devices, and smartphones. GuardianEdge solutions have been deployed by leading enterprises such as Lockheed Martin, Providence Health Services, and The Hertz Corporation to protect millions of users worldwide. GuardianEdge government customers include the Internal Revenue Service; the U.S. Departments of Defense, Education, Justice, State, Treasury, and Veteran Affairs; the U.S. Navy and Marine Corps; as well as numerous state and local government agencies.The company was founded in 2002 and is based in San Mateo, California.",http://www.guardianedge.com,http://twitter.com/guardianedge,Symantec,Symantec acquired GuardianEdge Technologies in 2010,http://api.crunchbase.com/v/2/organization/guardianedge-technologies?user_key=0ebdc8274e821149894a240090945265
LiveOffice,http://www.crunchbase.com/organization/liveoffice,"http://a4.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397204441/02d85e31a24f94fe45cff5d9c262146f.gif","LiveOffice provides software and services for managing capital expenditures, storage, backups, networks and disaster recovery.",1998,Web Hosting,"2780 Skypark Drive, Suite 300, Torrance, California, United States",Torrance,California,United States,"Since starting the company in 1998, they've been all about software-as-a-service SaaS. Well, to be truthful, they were in the SaaS business before it was even called that. Remember hosting, ISPs, MSPs, ASPs and the like? But whatever the buzzword of the day is, LiveOffice was founded to help organizations, large and small, archive, discover and manage their most mission-critical application' email.Most importantly, LiveOffice doesn't sell you software' they provide you with software PLUS service. Capital expenditures, storage, backups, networks, replication, disaster recovery, clustering, upgrades, maintenance, monitoring and management headaches are squarely in their court. What's in your court? Peace of mind, superior technology and reliable service. LiveOffice ensures you can rapidly deploy the system and have 99.99% uptime, so you can rest easy knowing your data is safe and always available.Nothing speaks louder for them than their 10-year track record of processing and protecting millions of messages a day and 99% client-retention rate. Every email they handle benefits from a tried-and-true email platform built on a multi-million dollar infrastructure. More than a decade of email experience has earned them a premier client roster, ranging from established Fortune 100 companies to fledgling organizations that are just opening their doors.In case you didn't know, they're crazy about email. But LiveOffice is even more passionate about doing everything we can to meet customers', partners' and employees' needs. Backed by leading private-equity firm Summit Partners, LiveOffice has more than 100 employees with deep experience in managed messaging solutions, including executives and board members from Symantec, Microsoft, FrontBridge and Postini.",http://www.liveoffice.com,http://twitter.com/liveoffice,Symantec,Symantec acquired LiveOffice in 2012,http://api.crunchbase.com/v/2/organization/liveoffice?user_key=0ebdc8274e821149894a240090945265
MessageLabs,http://www.crunchbase.com/organization/messagelabs,"http://a5.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397186091/f834ce39dcae1a43c0654023665a999c.png","MessageLabs offers email security and management services to guard businesses against email threats, blackmail campaigns and others.",1999,Security,"1270 Lansdowne Court, Gloucester Business Park, Gloucester, Gloucestershire, Great Britain",Gloucester,Gloucestershire,Great Britain,"MessageLabs, now part of Symantec and known as Symantec.cloud, was founded in 1999 with a single purpose — to find a better way to stop the new breed of viruses that were harnessing the power of Internet to spread rapidly and causing huge disruption to the business world. Traditional anti-virus software was designed in a pre-Internet age. Reactive in nature it was proving to be ineffective at stopping this new breed of viruses.Every threat should be stopped long before it reaches you. MessageLabs was the first company in the world to introduce anti-virus as a service rather than software, delivered within the fabric of the Internet, that was able to stop threats long before they reached their intended targets, could learn from the huge volumes of messages being processed and was able to draw on far greater resources than would be possible within a single organization. The result was a truly revolutionary anti-virus service that gained worldwide recognition for stopping and naming the Lovebug virus hours before any other vendor heralding a new era in the industry.MessageLabs has built on this successful model and extended our vision to provide complete certainty in the exchange of all business information, regardless of protocol, device or location. The company continues to innovate as messaging evolves — now with some 19 patents granted or pending.",http://www.messagelabs.com,http://twitter.com/symanteccloud,Symantec,Symantec acquired MessageLabs in 2008,http://api.crunchbase.com/v/2/organization/messagelabs?user_key=0ebdc8274e821149894a240090945265
Mi5 Networks,http://www.crunchbase.com/organization/mi5-networks,"http://a4.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397196659/e2d541a0a873aab14e8b47c0291c1376.gif",Secure web gateway appliances,,Web Hosting,,,,,Secure web gateway appliances,,,Symantec,Symantec acquired Mi5 Networks in 2009,http://api.crunchbase.com/v/2/organization/mi5-networks?user_key=0ebdc8274e821149894a240090945265
Nukona,http://www.crunchbase.com/organization/nukona,"http://a5.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397201798/5a46a5c897e06b0247e505b3176690cb.png","Nukona is a mobile management company enabling IT organizations to secure, deploy and manage corporate apps and data on mobile devices.",,Enterprise Software,"535 N Highway 101, Suite H, Solana Beach, California, United States",Solana Beach,California,United States,"Nukona is a mobile management company that enables IT organizations to easily secure, deploy and manage corporate applications and enterprise data on company-owned and personal mobile devices. Nukona is headquartered in San Diego with offices in San Jose, Calif.",http://www.nukona.com,http://twitter.com/nukonainc,Symantec,Symantec acquired Nukona in 2012,http://api.crunchbase.com/v/2/organization/nukona?user_key=0ebdc8274e821149894a240090945265
PasswordBank,http://www.crunchbase.com/organization/passwordbank,"http://a1.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397199626/9679afae3b1bc39133ccbbc7d01644e6.png",PasswordBank provides an IDaaS-based platform helping users store passwords and user IDs of websites and apps.,2008,Security,"7, rue Crespin du Gast, Paris, Rhone-Alpes, France",Paris,Rhone-Alpes,France,"PasswordBank provides a unique Identity-as-a-Service IDaaS platform that delivers Federated Identity, Secured Mobile transactions, Enterprise and Cloud Single Sign-On both SaaS On-Premise and SAP Security, that grow revenue, reduce costs, increase security and boost compliance and productivity.",,,Symantec,Symantec acquired PasswordBank in 2013,http://api.crunchbase.com/v/2/organization/passwordbank?user_key=0ebdc8274e821149894a240090945265
PC Tools,http://www.crunchbase.com/organization/pc-tools,"http://a3.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397205334/05720d1b8c91de6e8a2d09390d38e653.png",PC Tools Pty Ltd. develops and publishes security and utility software for consumers and enterprises markets. Its products include Spyware,2004,Software,"Level 6, 80 Arthur Street, Sydney, New South Wales, Australia",Sydney,New South Wales,Australia,"PC Tools Pty Ltd. develops and publishes security and utility software for consumers and enterprises markets. Its products include Spyware Doctor, which provides spyware protection to secure Windows personal computers; PC Tools AntiVirus that offers protection against virus infections; Registry Mechanic, a registry cleaner to fix Windows errors; and File Recover, which recovers files from hard drives, floppy drives, and fixed media. The company also provides Privacy Guardian, a privacy software to erase online Internet tracks and program activity; Spam Monitor, an anti-spam filter for protecting inbox against unsolicited junk emails; and PC Tools Firewall Plus, a personal firewall that protects computers from intruders and controls the network traffic. In addition, PC Tools offers ThreatFire, which detects malicious behavior used by malware threats; and Desktop Maestro, which tools for optimal system performance, stability, and user privacy. Its clients include users, small businesses, non-profit and community organizations, educational institutions, and government agencies. The company offers its products through a network of distributors, resellers, and retailers. PC Tools Pty Ltd. was founded in 1998 and is based in North Sydney, Australia with additional offices in San Francisco and Boulder, Colorado; Hammersmith Grove, the United Kingdom; Kiev, Ukraine; Shannon, Ireland; and Melbourne, Australia. As of October 6, 2008, PC Tools Pty Ltd. operates as a subsidiary of Symantec Corporation.",http://www.pctools.com,,Symantec,Symantec acquired PC Tools in 2008,http://api.crunchbase.com/v/2/organization/pc-tools?user_key=0ebdc8274e821149894a240090945265
PGP Corporation,http://www.crunchbase.com/organization/pgp-corporation,"http://a3.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397185839/1486b9d5a1c267443926c1d7c4f8e460.png","PGP Corporation provides email and data encryption software solutions for enterprises, businesses and governments.",1996,Software,"200 Jefferson Drive, Menlo Park, California, United States",Menlo Park,California,United States,"PGP Corporation provides email and data encryption software solutions for enterprises, businesses, and governments.The company was founded in 1996 and is based in Menlo Park, California.",http://www.pgp.com,,Symantec,Symantec acquired PGP Corporation in 2010,http://api.crunchbase.com/v/2/organization/pgp-corporation?user_key=0ebdc8274e821149894a240090945265
Recourse Technologies,http://www.crunchbase.com/organization/recourse-technologies,,"As of July 2002, Recourse Technologies, Inc. was acquired by Symantec Corporation. Recourse Technologies, Inc. provides threat management",,,"1600 Seaport Boulevard, Suite 400, Redwood City, California, United States",Redwood City,California,United States,"As of July 2002, Recourse Technologies, Inc. was acquired by Symantec Corporation. Recourse Technologies, Inc. provides threat management solutions that detect, analyze, and respond to malicious computer attacks enabling secure and uninterrupted business operations. It offers ManHunt, a threat management system for detecting, analyzing, and responding to attacks; and ManTrap, a deception system that catches and identifies internal and external security threats. The company was founded in 1999 and is based in Redwood City, California.",,,Symantec,Symantec acquired Recourse Technologies in 2002,http://api.crunchbase.com/v/2/organization/recourse-technologies?user_key=0ebdc8274e821149894a240090945265
SwapDrive,http://www.crunchbase.com/organization/swapdrive,"http://a5.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397188443/82ade34057e87b88a45b074f5d4546f5.png","SwapDrive offers an online storage solution allowing users to backup, store and access their data via a centralized platform.",1998,Curated Web,"1313 F St NW, Washington, District of Columbia, United States",Washington,District of Columbia,United States,"SwapDrive is an online storage solution.   The service aims to help users backup, store and access their data much the same way they obtain everyday utility services.In addition to online data backup, SwapDrive offers file sharing, large file transfer and ubiquitous access to information.",http://www.swapdrive.com,,Symantec,Symantec acquired SwapDrive in 2008,http://api.crunchbase.com/v/2/organization/swapdrive?user_key=0ebdc8274e821149894a240090945265
TurnTide,http://www.crunchbase.com/organization/turntide,,TurnTide is an anti-spam technology company based in Pennsylvania.,,Security,,,,,"TurnTide Inc. was an anti-spam technology company founded in 2004 and based in Conshohocken, Pennsylvania. The firm was created as a spin-off corporation from privacy and anti-spam technology firm ePrivacy Group to bring to market the world's first anti-spam router. The technology, linking anti-spam detection algorithms with network-level flow controls, was originally marketed by ePrivacy Group under the name ""SpamSquelcher"".TurnTide was acquired by Symantec six months after its creation for USD $28 million",,,Symantec,Symantec acquired TurnTide in 2004,http://api.crunchbase.com/v/2/organization/turntide?user_key=0ebdc8274e821149894a240090945265
VeriSign Authentication Services,http://www.crunchbase.com/organization/verisign,"http://a4.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397181636/2dcee9e80cb8cbad61343cb91ddcc1e1.png","VeriSign Authentication Services provides network infrastructure, security and telecommunications services for companies and individuals.",1995,Security,"487 East Middlefield Road, Mountain View, California, United States",Mountain View,California,United States,"VeriSign operates a diverse array of network infrastructure, including two of the Internet's thirteen root nameservers, the generic top-level domains for .com and .net, one of the largest SS7 signaling networks in North America, and the RFID directory for EPCGlobal. VeriSign also provides a variety of security and telecom services ranging from digital certificates, payments processing, and managed firewalls to mobile call roaming, toll-free call database queries and downloadable digital content for mobile devices. The company groups all of these functions under the banner of 'intelligent infrastructure' services.",http://www.verisign.com,,Symantec,Symantec acquired VeriSign Authentication Services in 2010,http://api.crunchbase.com/v/2/organization/verisign?user_key=0ebdc8274e821149894a240090945265
Vontu,http://www.crunchbase.com/organization/vontu,,"Vontu provides data loss prevention software solutions for data at rest, in motion, and at the endpoint.",2001,Software,"475 Sansome Street, Suite 2000, San Francisco, California, United States",San Francisco,California,United States,"Vontu, Inc. provides data loss prevention software solutions for data at rest, in motion, and at the endpoint; and police enforcement. The company offers implementation, business advisory, training, and account management services. It provides solutions for federal agencies, financial services, healthcare, high tech, insurance, manufacturing, media and entertainment, pharmaceutical, retail, and telecommunications.The company was founded in 2001 and is headquartered in San Francisco, California with additional offices in New York, New York; and Berkshire, the United Kingdom. As of November 30, 2007, Vontu, Inc. is a subsidiary of Symantec Corporation NasdaqNM:SYMC",http://www.vontu.com,,Symantec,Symantec acquired Vontu in 2007,http://api.crunchbase.com/v/2/organization/vontu?user_key=0ebdc8274e821149894a240090945265
Aprimo,http://www.crunchbase.com/organization/aprimo,"http://a2.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397186637/76c57d17524266afd3852c6be5ec9d3b.gif",Aprimo provides an enterprise marketing management solution that enables businesses to implement and manage online marketing activities.,1998,Enterprise Software,"900 East 96th Street, Suite 400, Indianapolis, Indiana, United States",Indianapolis,Indiana,United States,"Aprimo delivers technology and insight that accelerates marketing productivity and the ability of marketing to document performance. Aprimo provides an Enterprise Marketing Management EMM product to leading marketing organizations around the world. Aprimo's software is built on its visionary Enterprise Marketing Backbone which uses a services oriented architecture SOA that eliminates marketing as an island of automation. Aprimo is the global leader in delivering technology and insight that accelerates marketing productivity and the ability of marketing to document effective performance. Aprimo provides an Enterprise Marketing Management EMM product to leading marketing organizations around the world. Aprimo's software is built on its visionary Enterprise Marketing Backbone™ which uses a services oriented architecture SOA that eliminates marketing as an island of automation. Aprimo Marketing Studio offers an integrated, interactive marketing solution that enables to develop, implement and manage every aspect of online marketing activities. Aprimo Marketing Studio includes traffic generation features missing from nearly all existing marketing automation products. Marketing Studio is designed as a true Software-as-a-Service system to tap underserved market and establish a leadership position in the emerging Online Marketing Management space aimed at mid-size and larger companies.",http://www.aprimo.com,http://twitter.com/aprimomarketing,Teradata,Teradata acquired Aprimo in 2010,http://api.crunchbase.com/v/2/organization/aprimo?user_key=0ebdc8274e821149894a240090945265
Aster Data Systems,http://www.crunchbase.com/organization/aster-data-systems,"http://a2.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397187473/d411be2f915ce18a9fd6ee30323fe1cd.jpg",Aster Data provides big data management and analysis solutions for businesses that handle data-driven applications.,2005,"Analytics, Databases","999 Skyway Rd, Suite 100, San Carlos, California, United States",San Carlos,California,United States,"Aster Data is a proven leader in big data management and big data analysis for data-driven applications.Aster Data's nCluster is the first MPP data warehouse architecture that allows applications to be fully embedded within the database engine to enable ultra-fast, deep analysis of massive data sets.Aster Data's unique ""applications-within™"" approach allows application logic to exist and execute with the data itself. Termed a ""Massively Parallel Data-Application Server,"" Aster Data's solution effectively uses Aster's patent-pending SQL-MapReduce with parallelized data processing and applications to address the big data challenge.Companies using Aster Data include Coremetrics, MySpace, Akamai, ShareThis, and Full Tilt Poker. Aster is headquartered in San Carlos, California and is backed by Sequoia Capital/financial-organization/sequoia-capital, JAFCO Ventures/financial-organization/jafco-ventures, IVP/financial-organization/institutional-venture-partners, Cambrian Ventures/financial-organization/cambrian-ventures, and First- Round Capital/financial-organization/first-round-capital, as well as industry visionaries including David Cheriton and Ron Conway.",http://www.asterdata.com,http://twitter.com/asterdata,Teradata,Teradata acquired Aster Data Systems in 2011,http://api.crunchbase.com/v/2/organization/aster-data-systems?user_key=0ebdc8274e821149894a240090945265
eCircle,http://www.crunchbase.com/organization/ecircle,"http://a1.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397200087/ad478c9d0bcd24b2bde18414be5df8ea.gif","Ecircle is an email and digital marketing solutionist providing the digital market with tailor-made, SaaS-based email marketing solutions.",1999,"Email Marketing, Software","Nymphenburger HÃ¶fe NY II, Dachauer Str. 63, München, Bayern, Germany",München,Bayern,Germany,"eCircle provides software and services for email marketing in Europe. It offers software for email and SMS broadcasting, and email address data for newsletter mailings and email/SMS/MMS campaigns, as well as consulting services and social media functionalities. The company was founded in 1999 and is based in Munich, Germany with additional offices in the United Kingdom, France, Spain, the Netherlands, and Italy.",http://www.ecircle.com,,Teradata,Teradata acquired eCircle in 2012,http://api.crunchbase.com/v/2/organization/ecircle?user_key=0ebdc8274e821149894a240090945265
Hadapt,http://www.crunchbase.com/organization/hadapt,"http://a3.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397185659/c535e94ec4733e380bf35e04e26a1c9e.jpg",Hadapt is a cloud-optimized system offering an analytical platform for performing complex analytics on structured and unstructured data.,2010,"Big Data, Big Data Analytics, Business Intelligence, Software, Analytics","614 Massachusetts Ave, Cambridge, Massachusetts, United States",Cambridge,Massachusetts,United States,"Hadapt offers an adaptive analytical platform for performing complex analytics on structured and unstructured data, all in one cloud-optimized system.",http://www.hadapt.com,http://twitter.com/Hadapt,Teradata,Teradata acquired Hadapt in 2014,http://api.crunchbase.com/v/2/organization/hadapt?user_key=0ebdc8274e821149894a240090945265
